"poaIdentifier";"issuedYear";"poaRowId";"programCode";"programLabel";"subprogramCode";" subprogramLabel";"projectCode";"projectLabel";"goalDescription";"goalValue";"measurementUnit";"temporalScopeLabel";"operationalActivityCode";"operationalActivityLabel";"budgetedActivityCode";"budgetedActivityLabel";"fundingSourceCode";"fundingType";"fundingAmount";"plannedAmountQ1";"plannedAmountQ2";"plannedAmountQ3";"plannedAmountQ4";"workType";"workType_uri";"province";"province_uri";"canton";"canton_uri";"parish";"parish_uri"
"001";2025;40;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"011";"Mejoramiento de la vía El Limón - La Bocana - La Victoria";"750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";525410.65;262705.32;262705.32;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349678";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Paltas";"https://www.geonames.org/3653515/paltas.html";"Orianga";"https://www.geonames.org/10792686/orianga.html"
"001";2025;41;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"011";"Mejoramiento de la vía El Limón - La Bocana - La Victoria";"750105";"Pago de planillas de la obra";"302";"Fondos Externos";935067.75;467533.88;467533.88;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349679";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Paltas";"https://www.geonames.org/3653515/paltas.html";"Orianga";"https://www.geonames.org/10792686/orianga.html"
"001";2025;42;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"012";"Mejoramiento de la Vía Gonzanamá Purunuma";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Arrastre";23809.35;11904.68;11904.68;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349680";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Gonzanamá";"https://www.geonames.org/3657777/canton-gonzanama.html";"Purunuma";"https://www.geonames.org/10792678/purunuma-eguiguren.html"
"001";2025;43;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"012";"Mejoramiento de la Vía Gonzanamá Purunuma";"750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";396822.53;198411.27;198411.27;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349681";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Gonzanamá";"https://www.geonames.org/3657777/canton-gonzanama.html";"Purunuma";"https://www.geonames.org/10792678/purunuma-eguiguren.html"
"001";2025;44;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"013";"Rehabilitación de la vía Vilcabamba - Linderos - Moyococha; Mejoramiento de la vía Moyococha – Tumianuma - Quinara y acceso al Chaupi, cantón Loja, provincia de Loja";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Arrastre";20000.00;10000.00;10000.00;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349682";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Vilcabamba";"https://www.geonames.org/3650199/vilcabamba.html"
"001";2025;45;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"013";"Rehabilitación de la vía Vilcabamba - Linderos - Moyococha; Mejoramiento de la vía Moyococha – Tumianuma - Quinara y acceso al Chaupi, cantón Loja, provincia de Loja";"750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";477451.19;238725.60;238725.60;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349683";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Vilcabamba";"https://www.geonames.org/3650199/vilcabamba.html"
"001";2025;46;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"013";"Rehabilitación de la vía Vilcabamba - Linderos - Moyococha; Mejoramiento de la vía Moyococha – Tumianuma - Quinara y acceso al Chaupi, cantón Loja, provincia de Loja";"750105";"Pago de planillas de la obra";"302";"Fondos Externos";967509.50;483754.75;483754.75;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349684";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Vilcabamba";"https://www.geonames.org/3650199/vilcabamba.html"
"001";2025;49;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"015";"Mejoramiento de la Vía Sauces Norte - Solamar-Jimbilla";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Arrastre";148390.58;74195.29;74195.29;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349685";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Jimbilla";"https://www.geonames.org/10793178/jimbilla.html"
"001";2025;50;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"015";"Mejoramiento de la Vía Sauces Norte - Solamar-Jimbilla";" 750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";1001141.78;500570.89;500570.89;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349686";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Jimbilla";"https://www.geonames.org/10793178/jimbilla.html"
"001";2025;51;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"015";"Mejoramiento de la Vía Sauces Norte - Solamar-Jimbilla";" 750105";"Pago de planillas de la obra";"302";"Fondos Externos";1472034.56;736017.28;736017.28;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349687";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Jimbilla";"https://www.geonames.org/10793178/jimbilla.html"
"001";2025;52;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"017";"Mejoramiento de la Vía Guásimo - El Arenal";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Arrastre";67800.00;33900.00;33900.00;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349688";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Puyango";"https://www.geonames.org/3652587/puyango.html";"El Arenal";"https://www.geonames.org/10792734/el-arenal.html"
"001";2025;53;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"017";"Mejoramiento de la Vía Guásimo - El Arenal";" 750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";1130000.00;565000.00;565000.00;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349689";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Puyango";"https://www.geonames.org/3652587/puyango.html";"El Arenal";"https://www.geonames.org/10792734/el-arenal.html"
"001";2025;61;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Anual";"019";"Mejoramiento de las calles aledañas al centro de abasto y parque central; y encausamiento y estabilización del talud adyacente a la quebrada de la parroquia Sumaypamba del cantón Saraguro";"730604";"Contratación de la fiscalización";"001";"Fondos Arrastre";14023.21;3505.80;10517.41;0.00;0.00;"Estabilidad de taludes ";"https://www.wikidata.org/wiki/Q961278";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Saraguro";"https://www.geonames.org/3651244/saraguro.html";"Sumaypamba";"https://www.geonames.org/10793539/sumaypamba.html"
"001";2025;62;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Anual";"019";"Mejoramiento de las calles aledañas al centro de abasto y parque central; y encausamiento y estabilización del talud adyacente a la quebrada de la parroquia Sumaypamba del cantón Saraguro";"750105";"Contratación de la obra";"002";"Fondos Externos";233720.17;58430.04;175290.13;0.00;0.00;"Estabilidad de taludes ";"https://www.wikidata.org/wiki/Q961278";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Saraguro";"https://www.geonames.org/3651244/saraguro.html";"Sumaypamba";"https://www.geonames.org/10793539/sumaypamba.html"
"001";2025;63;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"020";"Mejoramiento de la vía antigua a Catamayo Etapa 2";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Propios";180000.00;45000.00;45000.00;45000.00;45000.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349677";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Catamayo";"https://www.geonames.org/3659598/catamayo.html";"Catamayo";"https://www.geonames.org/10792641/catamayo-la-toma.html"
"001";2025;64;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"020";"Mejoramiento de la vía antigua a Catamayo Etapa 2";"750105";"Pago de planillas de la obra";"002";"Fondos Externos";3000000.00;750000.00;750000.00;750000.00;750000.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349678";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Catamayo";"https://www.geonames.org/3659598/catamayo.html";"Catamayo";"https://www.geonames.org/10792641/catamayo-la-toma.html"
"001";2025;67;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"022";"Mejoramiento de la vía Zambi -Guayquichuma, parroquia Guayquichuma, cantón Catamayo, provincia de Loja.";"750105";"Contratación de la obra";"001";"Fondos Externos";220466.19;55116.55;55116.55;55116.55;55116.55;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349679";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Catamayo";"https://www.geonames.org/3659598/catamayo.html";"Catamayo";"https://www.geonames.org/10792641/catamayo-la-toma.html"
"001";2025;68;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"022";"Mejoramiento de la vía Zambi -Guayquichuma, parroquia Guayquichuma, cantón Catamayo, provincia de Loja.";"750105";"Contratación de la obra";"302";"Fondos Externos";340217.78;85054.45;85054.45;85054.45;85054.45;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349680";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Catamayo";"https://www.geonames.org/3659598/catamayo.html";"Catamayo";"https://www.geonames.org/10792641/catamayo-la-toma.html"
"001";2025;69;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"022";"Mejoramiento de la vía Zambi -Guayquichuma, parroquia Guayquichuma, cantón Catamayo, provincia de Loja.";"730604";"Contratación de la fiscalización";"302";"Fondos Externos";33641.04;8410.26;8410.26;8410.26;8410.26;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349681";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Catamayo";"https://www.geonames.org/3659598/catamayo.html";"Catamayo";"https://www.geonames.org/10792641/catamayo-la-toma.html"
"001";2025;70;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"024";"Mejoramiento de la vía Cariamanga - Yambaca";"730604";"Pago de planillas de la fiscalización";"001";"Fondos Arrastre";97793.42;48896.71;48896.71;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349682";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Calvas";"https://www.geonames.org/3659882/calvas.html";"Cariamanga";"https://www.geonames.org/10793187/cariamanga.html"
"001";2025;71;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"024";"Mejoramiento de la vía Cariamanga - Yambaca";"750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";1629890.35;814945.18;814945.18;0.00;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349683";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Calvas";"https://www.geonames.org/3659882/calvas.html";"Cariamanga";"https://www.geonames.org/10793187/cariamanga.html"
"001";2025;72;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"025";"Asfaltado del contorno del parque central, calles adyacentes y terminal terrestre de la ciudad de Cariamanga";"730604";"Contratación de la fiscalización";"001";"Fondos Propios";28481.33;7120.33;14240.67;7120.33;0.00;"Pavimentación ";"https://www.wikidata.org/wiki/Q111011408 ";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Calvas";"https://www.geonames.org/3659882/calvas.html";"Cariamanga";"https://www.geonames.org/10793187/cariamanga.html"
"001";2025;74;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"027";"Terminación de la vía Villonaco -Taquil -Chantaco - Chuquiribamba";"730604";"Pago de planillas de la fiscalización del contrato No. 449-DPS-2021 y accesorios";"001";"Fondos Arrastre";11181.44;0.00;0.00;11181.44;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349677";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Chantaco";"https://www.geonames.org/10793174/chantaco.html"
"001";2025;75;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"027";"Terminación de la vía Villonaco -Taquil -Chantaco - Chuquiribamba";"730604";"Contratación de la continuación de la fiscalización";"001";"Fondos Arrastre";435539.75;108884.94;108884.94;217769.88;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349678";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Chantaco";"https://www.geonames.org/10793174/chantaco.html"
"001";2025;76;"27";"Gestión de vialidad y obras civiles";"00";"Mejoramiento y mantenimiento de vías rurales";"003";"Mejoramiento de vías rurales";"Hasta diciembre de 2025, kilómetros de vías rurales asfaltadas en la provincia de Loja";27;"km";"Plurianual";"027";"Terminación de la vía Villonaco -Taquil -Chantaco - Chuquiribamba";"750105";"Pago de planillas de la obra";"001";"Fondos Arrastre";3294606.12;823651.53;823651.53;1647303.06;0.00;"Construcción de vías rurales ";"https://www.wikidata.org/wiki/Q2349679";"Provincia de Loja";"https://www.geonames.org/3654665/provincia-de-loja.html";"Loja";"https://www.geonames.org/3654666/loja.html";"Chantaco";"https://www.geonames.org/10793174/chantaco.html"
